Timp,CPU%,Memorie%,Disk%,DiskIO,Net_RX/Net_TX,Top_CPU,Top_MEM,Cronjobs,Porturi,Procese_root,Fisiere_modificate,Pachete_noi,Status_nginx
2025-07-07 12:20:32,0,16.66,66%,0,"13257001 4398660","   1859 cinnamon        23.0;   1295 Xorg             2.2;  11039 fwupd            1.6;|   6809 firefox-bin      4.7;   1859 cinnamon         2.6;   7033 Isolated Web Co  2.5;",25,3,173,"OK","",NU_RULEAZA
2025-07-07 12:21:33,0,16.67,66%,0,"13257497 4399312","   1859 cinnamon        22.8;   1295 Xorg             2.2;   6809 firefox-bin      1.2;|   6809 firefox-bin      4.7;   1859 cinnamon         2.6;   7033 Isolated Web Co  2.5;",25,3,173,"OK","",NU_RULEAZA
2025-07-07 12:22:35,0,16.69,66%,0,"13257697 4399456","   1859 cinnamon        22.6;   1295 Xorg             2.2;   6809 firefox-bin      1.2;|   6809 firefox-bin      4.7;   1859 cinnamon         2.6;   7033 Isolated Web Co  2.5;",25,3,173,"OK","",NU_RULEAZA
2025-07-07 12:23:36,0,16.69,66%,0,"13263500 4402942","   1859 cinnamon        22.4;   1295 Xorg             2.1;   6809 firefox-bin      1.2;|   6809 firefox-bin      4.7;   1859 cinnamon         2.6;   7033 Isolated Web Co  2.5;",25,3,173,"OK","",NU_RULEAZA
2025-07-07 12:24:37,1,16.71,66%,0,"13263699 4403145","   1859 cinnamon        22.3;   1295 Xorg             2.1;   6809 firefox-bin      1.1;|   6809 firefox-bin      4.7;   1859 cinnamon         2.6;   7033 Isolated Web Co  2.5;",25,3,173,"OK","",NU_RULEAZA
2025-07-07 12:25:38,0,16.71,66%,0,"13265321 4403943","   1859 cinnamon        22.1;   1295 Xorg             2.1;   6809 firefox-bin      1.1;|   6809 firefox-bin      4.7;   1859 cinnamon         2.6;   7033 Isolated Web Co  2.5;",25,3,173,"OK","",NU_RULEAZA
2025-07-07 12:26:40,0,16.71,66%,0,"13265520 4404086","   1859 cinnamon        21.9;   1295 Xorg             2.1;   6809 firefox-bin      1.1;|   6809 firefox-bin      4.7;   1859 cinnamon         2.6;   7033 Isolated Web Co  2.5;",25,3,173,"OK","",NU_RULEAZA
2025-07-07 12:27:41,0,16.72,66%,0,"13265719 4404229","   1859 cinnamon        21.7;   1295 Xorg             2.1;   6809 firefox-bin      1.1;|   6809 firefox-bin      4.7;   1859 cinnamon         2.6;   7033 Isolated Web Co  2.5;",25,3,173,"OK","",NU_RULEAZA
2025-07-07 12:28:42,0,16.72,66%,0,"13265918 4404372","   1859 cinnamon        21.5;   1295 Xorg             2.1;   6809 firefox-bin      1.1;|   6809 firefox-bin      4.7;   1859 cinnamon         2.6;   7033 Isolated Web Co  2.5;",25,3,173,"OK","",NU_RULEAZA
2025-07-07 12:29:44,0,16.73,66%,0,"13266117 4404515","   1859 cinnamon        21.3;   1295 Xorg             2.0;   6809 firefox-bin      1.1;|   6809 firefox-bin      4.7;   1859 cinnamon         2.6;   7033 Isolated Web Co  2.5;",25,3,173,"OK","",NU_RULEAZA
2025-07-07 12:30:45,0,16.53,66%,0,"13267883 4405457","   1859 cinnamon        21.2;   1295 Xorg             2.0;   6809 firefox-bin      1.0;|   6809 firefox-bin      4.7;   1859 cinnamon         2.6;   7033 Isolated Web Co  2.5;",25,3,172,"OK","",NU_RULEAZA
2025-07-07 12:31:46,3,16.50,66%,0,"13273610 4408597","   1859 cinnamon        21.0;   1295 Xorg             2.0;   6809 firefox-bin      1.0;|   6809 firefox-bin      4.7;   1859 cinnamon         2.6;   7033 Isolated Web Co  2.5;",25,3,171,"OK","",NU_RULEAZA
2025-07-07 12:32:47,0,16.50,66%,0,"13273809 4408740","   1859 cinnamon        20.8;   1295 Xorg             2.0;   6809 firefox-bin      1.0;|   6809 firefox-bin      4.7;   1859 cinnamon         2.6;   7033 Isolated Web Co  2.5;",25,3,171,"OK","",NU_RULEAZA
2025-07-07 12:33:49,0,16.51,66%,0,"13274009 4408884","   1859 cinnamon        20.6;   1295 Xorg             2.0;   6809 firefox-bin      1.0;|   6809 firefox-bin      4.7;   1859 cinnamon         2.6;   7033 Isolated Web Co  2.5;",25,3,173,"OK","",NU_RULEAZA
2025-07-07 12:34:50,0,16.51,66%,0,"13274209 4409028","   1859 cinnamon        20.5;   1295 Xorg             2.0;   6809 firefox-bin      1.0;|   6809 firefox-bin      4.7;   1859 cinnamon         2.6;   7033 Isolated Web Co  2.5;",25,3,173,"OK","",NU_RULEAZA
2025-07-07 12:35:51,0,16.52,66%,0,"13275836 4409887","   1859 cinnamon        20.3;   1295 Xorg             1.9;   6809 firefox-bin      1.0;|   6809 firefox-bin      4.7;   1859 cinnamon         2.6;   7033 Isolated Web Co  2.5;",25,3,173,"OK","",NU_RULEAZA
2025-07-07 12:36:52,0,16.52,66%,0,"13276036 4410031","   1859 cinnamon        20.2;   1295 Xorg             1.9;   6809 firefox-bin      1.0;|   6809 firefox-bin      4.7;   1859 cinnamon         2.6;   7033 Isolated Web Co  2.5;",25,3,173,"OK","",NU_RULEAZA
2025-07-07 12:37:54,0,16.52,66%,0,"13276236 4410175","   1859 cinnamon        20.0;   1295 Xorg             1.9;   6809 firefox-bin      1.0;|   6809 firefox-bin      4.7;   1859 cinnamon         2.6;   7033 Isolated Web Co  2.5;",25,3,173,"OK","",NU_RULEAZA
2025-07-07 12:38:55,0,16.53,66%,0,"13276732 4410827","   1859 cinnamon        19.8;   1295 Xorg             1.9;   6809 firefox-bin      1.0;|   6809 firefox-bin      4.7;   1859 cinnamon         2.6;   7033 Isolated Web Co  2.5;",25,3,172,"OK","",NU_RULEAZA
2025-07-07 12:39:56,1,16.53,66%,0,"13276932 4410971","   1859 cinnamon        19.7;   1295 Xorg             1.9;   6809 firefox-bin      0.9;|   6809 firefox-bin      4.7;   1859 cinnamon         2.6;   7033 Isolated Web Co  2.5;",25,3,173,"OK","",NU_RULEAZA
2025-07-07 12:40:57,0,16.53,66%,0,"13303911 4422265","   1859 cinnamon        19.5;   1295 Xorg             1.9;   6809 firefox-bin      0.9;|   6809 firefox-bin      4.7;   1859 cinnamon         2.6;   7033 Isolated Web Co  2.5;",25,3,173,"OK","",NU_RULEAZA
2025-07-07 12:41:59,0,16.53,66%,0,"13304407 4422639","   1859 cinnamon        19.4;   1295 Xorg             1.9;   6809 firefox-bin      0.9;|   6809 firefox-bin      4.7;   1859 cinnamon         2.6;   7033 Isolated Web Co  2.5;",25,3,173,"OK","",NU_RULEAZA
2025-07-07 12:43:00,0,16.52,66%,0,"13601457 4428206","   1859 cinnamon        19.3;   1295 Xorg             1.8;   6809 firefox-bin      0.9;|   6809 firefox-bin      4.7;   1859 cinnamon         2.6;   7033 Isolated Web Co  2.5;",25,3,173,"OK","",NU_RULEAZA
2025-07-07 12:44:01,0,16.53,66%,0,"13601656 4428349","   1859 cinnamon        19.1;   1295 Xorg             1.8;   6809 firefox-bin      0.9;|   6809 firefox-bin      4.7;   1859 cinnamon         2.6;   7033 Isolated Web Co  2.5;",25,3,173,"OK","",NU_RULEAZA
2025-07-07 12:45:03,0,16.53,66%,0,"13601855 4428492","   1859 cinnamon        19.0;   1295 Xorg             1.8;   6809 firefox-bin      0.9;|   6809 firefox-bin      4.7;   1859 cinnamon         2.6;   7033 Isolated Web Co  2.5;",25,3,173,"OK","",NU_RULEAZA
2025-07-07 12:46:04,0,16.54,66%,0,"13603481 4429290","   1859 cinnamon        18.8;   1295 Xorg             1.8;   6809 firefox-bin      0.9;|   6809 firefox-bin      4.7;   1859 cinnamon         2.6;   7033 Isolated Web Co  2.5;",25,3,172,"OK","",NU_RULEAZA
2025-07-07 12:47:05,0,16.55,66%,0,"13603680 4429433","   1859 cinnamon        18.7;   1295 Xorg             1.8;   6809 firefox-bin      0.9;|   6809 firefox-bin      4.8;   1859 cinnamon         2.6;   7033 Isolated Web Co  2.5;",25,3,172,"OK","",NU_RULEAZA
2025-07-07 12:48:06,0,16.55,66%,0,"13603879 4429576","   1859 cinnamon        18.6;   1295 Xorg             1.8;   6809 firefox-bin      0.9;|   6809 firefox-bin      4.8;   1859 cinnamon         2.6;   7033 Isolated Web Co  2.6;",25,3,172,"OK","",NU_RULEAZA
2025-07-07 12:49:08,0,16.56,66%,0,"13604078 4429719","   1859 cinnamon        18.4;   1295 Xorg             1.8;   6809 firefox-bin      0.9;|   6809 firefox-bin      4.8;   1859 cinnamon         2.6;   7033 Isolated Web Co  2.6;",25,3,172,"OK","",NU_RULEAZA
2025-07-07 12:50:09,0,16.56,66%,0,"13604277 4429862","   1859 cinnamon        18.3;   1295 Xorg             1.7;   6809 firefox-bin      0.8;|   6809 firefox-bin      4.8;   1859 cinnamon         2.6;   7033 Isolated Web Co  2.6;",25,3,172,"OK","",NU_RULEAZA
2025-07-07 12:51:10,0,16.56,66%,0,"13605844 4430663","   1859 cinnamon        18.2;   1295 Xorg             1.7;   6809 firefox-bin      0.8;|   6809 firefox-bin      4.8;   1859 cinnamon         2.6;   7033 Isolated Web Co  2.6;",25,3,172,"OK","",NU_RULEAZA
2025-07-07 12:52:11,0,16.55,66%,0,"13606044 4430807","   1859 cinnamon        18.1;   1295 Xorg             1.7;   6809 firefox-bin      0.8;|   6809 firefox-bin      4.8;   1859 cinnamon         2.6;   7033 Isolated Web Co  2.6;",25,3,172,"OK","",NU_RULEAZA
2025-07-07 12:53:13,0,16.57,66%,0,"13606244 4430951","   1859 cinnamon        17.9;   1295 Xorg             1.7;   6809 firefox-bin      0.8;|   6809 firefox-bin      4.8;   1859 cinnamon         2.6;   7033 Isolated Web Co  2.6;",25,3,172,"OK","",NU_RULEAZA
2025-07-07 12:54:14,0,16.57,66%,0,"13606444 4431095","   1859 cinnamon        17.8;   1295 Xorg             1.7;   6809 firefox-bin      0.8;|   6809 firefox-bin      4.8;   1859 cinnamon         2.6;   7033 Isolated Web Co  2.6;",25,3,172,"OK","",NU_RULEAZA
2025-07-07 12:55:15,0,16.58,66%,0,"13607069 4431328","   1859 cinnamon        17.7;   1295 Xorg             1.7;   6809 firefox-bin      0.8;|   6809 firefox-bin      4.8;   7033 Isolated Web Co  2.6;   1859 cinnamon         2.6;",25,3,172,"OK","",NU_RULEAZA
2025-07-07 12:56:17,0,16.59,66%,0,"13608211 4431978","   1859 cinnamon        17.6;   1295 Xorg             1.7;   6809 firefox-bin      0.8;|   6809 firefox-bin      4.8;   7033 Isolated Web Co  2.6;   1859 cinnamon         2.6;",25,3,172,"OK","",NU_RULEAZA
2025-07-07 12:57:18,0,16.59,66%,0,"13608411 4432122","   1859 cinnamon        17.5;   1295 Xorg             1.7;   6809 firefox-bin      0.8;|   6809 firefox-bin      4.8;   7033 Isolated Web Co  2.6;   1859 cinnamon         2.6;",25,3,172,"OK","",NU_RULEAZA
2025-07-07 12:58:19,0,16.59,66%,0,"13608611 4432266","   1859 cinnamon        17.3;   1295 Xorg             1.7;   6809 firefox-bin      0.8;|   6809 firefox-bin      4.8;   7033 Isolated Web Co  2.6;   1859 cinnamon         2.6;",25,3,172,"OK","",NU_RULEAZA
2025-07-07 12:59:20,0,16.59,66%,0,"13608811 4432410","   1859 cinnamon        17.2;   1295 Xorg             1.6;   6809 firefox-bin      0.8;|   6809 firefox-bin      4.8;   7033 Isolated Web Co  2.6;   1859 cinnamon         2.6;",25,3,172,"OK","",NU_RULEAZA
2025-07-07 13:00:22,0,16.60,66%,0,"13610540 4433325","   1859 cinnamon        17.1;   1295 Xorg             1.6;   6809 firefox-bin      0.8;|   6809 firefox-bin      4.8;   7033 Isolated Web Co  2.6;   1859 cinnamon         2.6;",25,3,172,"OK","",NU_RULEAZA
2025-07-07 13:01:23,0,16.22,66%,0,"13665954 4458711","   1859 cinnamon        17.0;   1295 Xorg             1.6;   6809 firefox-bin      0.8;|   6809 firefox-bin      4.2;   7033 Isolated Web Co  2.6;   1859 cinnamon         2.6;",25,3,172,"OK","",NU_RULEAZA
2025-07-07 13:02:24,0,16.21,66%,0,"13666413 4459174","   1859 cinnamon        16.9;   1295 Xorg             1.6;   6809 firefox-bin      0.8;|   6809 firefox-bin      4.2;   7033 Isolated Web Co  2.6;   1859 cinnamon         2.6;",25,3,172,"OK","",NU_RULEAZA
2025-07-07 13:03:25,0,16.22,66%,0,"13667292 4460127","   1859 cinnamon        16.8;   1295 Xorg             1.6;   6809 firefox-bin      0.8;|   6809 firefox-bin      4.2;   7033 Isolated Web Co  2.6;   1859 cinnamon         2.6;",25,3,172,"OK","",NU_RULEAZA
2025-07-07 13:04:27,0,16.21,66%,0,"13667431 4460210","   1859 cinnamon        16.7;   1295 Xorg             1.6;   6809 firefox-bin      0.8;|   6809 firefox-bin      4.2;   7033 Isolated Web Co  2.6;   1859 cinnamon         2.6;",25,3,172,"OK","",NU_RULEAZA
2025-07-07 13:05:28,0,16.22,66%,0,"13669117 4461128","   1859 cinnamon        16.6;   1295 Xorg             1.6;   6809 firefox-bin      0.8;|   6809 firefox-bin      4.2;   7033 Isolated Web Co  2.6;   1859 cinnamon         2.6;",25,3,172,"OK","",NU_RULEAZA
2025-07-07 13:06:29,0,16.22,66%,0,"13669256 4461211","   1859 cinnamon        16.5;   1295 Xorg             1.6;   6809 firefox-bin      0.8;|   6809 firefox-bin      4.2;   7033 Isolated Web Co  2.6;   1859 cinnamon         2.6;",25,3,172,"OK","",NU_RULEAZA
2025-07-07 13:07:31,0,16.21,66%,0,"13669594 4461437","   1859 cinnamon        16.4;   1295 Xorg             1.6;   6809 firefox-bin      0.8;|   6809 firefox-bin      4.2;   7033 Isolated Web Co  2.6;   1859 cinnamon         2.6;",25,3,172,"OK","",NU_RULEAZA
2025-07-07 13:08:32,1,16.20,66%,0,"13669793 4461580","   1859 cinnamon        16.3;   1295 Xorg             1.5;   6809 firefox-bin      0.8;|   6809 firefox-bin      4.2;   7033 Isolated Web Co  2.6;   1859 cinnamon         2.6;",25,3,172,"OK","",NU_RULEAZA
2025-07-07 13:09:33,0,16.20,66%,0,"13669992 4461723","   1859 cinnamon        16.2;   1295 Xorg             1.5;   6809 firefox-bin      0.8;|   6809 firefox-bin      4.2;   7033 Isolated Web Co  2.6;   1859 cinnamon         2.6;",25,3,172,"OK","",NU_RULEAZA
2025-07-07 13:10:34,0,16.20,66%,0,"13671679 4462582","   1859 cinnamon        16.1;   1295 Xorg             1.5;   6809 firefox-bin      0.8;|   6809 firefox-bin      4.2;   7033 Isolated Web Co  2.6;   1859 cinnamon         2.6;",25,3,172,"OK","",NU_RULEAZA
2025-07-07 13:11:36,0,16.21,66%,0,"13671879 4462726","   1859 cinnamon        16.0;   1295 Xorg             1.5;   6809 firefox-bin      0.8;|   6809 firefox-bin      4.2;   7033 Isolated Web Co  2.6;   1859 cinnamon         2.6;",25,3,172,"OK","",NU_RULEAZA
2025-07-07 13:12:37,0,16.20,66%,0,"13672079 4462870","   1859 cinnamon        15.9;   1295 Xorg             1.5;   6809 firefox-bin      0.8;|   6809 firefox-bin      4.2;   7033 Isolated Web Co  2.6;   1859 cinnamon         2.6;",25,3,172,"OK","",NU_RULEAZA
2025-07-07 13:13:38,0,16.20,66%,0,"13672575 4463432","   1859 cinnamon        15.8;   1295 Xorg             1.5;   6809 firefox-bin      0.8;|   6809 firefox-bin      4.2;   7033 Isolated Web Co  2.6;   1859 cinnamon         2.6;",25,3,172,"OK","",NU_RULEAZA
2025-07-10 11:33:18,0,15.14,66,0,3,177,2299,25
2025-07-11 11:08:17,0,12.45,66,0,3,181,2299,25
2025-07-11 11:09:24,49,12.47,66,0,3,175,2299,25
2025-07-11 11:10:13,0,12.86,66,0,3,176,2299,25
2025-07-15 10:14:51,7,15.03,68,0,3,173,2300,25
2025-07-15 10:15:53,0,15.04,68,0,3,174,2300,25
2025-07-15 10:16:54,0,15.28,68,0,3,174,2300,25
2025-07-15 10:17:55,4,15.40,68,0,3,174,2300,25
2025-07-15 10:18:56,0,15.25,68,0,3,174,2300,25
2025-07-15 10:19:58,0,15.25,68,0,3,172,2300,25
2025-07-15 10:20:59,0,15.23,68,0,3,172,2300,25
2025-07-15 10:22:00,0,15.25,68,0,3,172,2300,25
2025-07-15 10:23:02,0,14.74,68,0,3,172,2300,25
2025-07-15 10:24:03,0,14.65,68,0,3,172,2300,25
2025-07-15 10:25:04,1,14.95,68,0,3,172,2301,25
2025-07-15 10:26:05,5,14.96,68,0,3,172,2301,25
2025-07-15 10:27:07,0,14.95,68,0,3,176,2301,25
Data:2025-07-15 10:28:01,CPU%:0,MEM%:14.90,DISK%:68,NETWORK:0,PORTS:3,PROCS:179,:PKGS:2301,:CJ:25
Data:2025-07-15 10:29:02,CPU%:1,MEM%:14.91,DISK%:68,NETWORK:0,PORTS:3,PROCS:179,:PKGS:2301,:CJ:25
Data:2025-07-15 10:30:03,CPU%:0,MEM%:14.98,DISK%:68,NETWORK:0,PORTS:3,PROCS:179,:PKGS:2301,:CJ:25
Data:2025-07-15 10:31:04,CPU%:1,MEM%:15.05,DISK%:68,NETWORK:0,PORTS:3,PROCS:179,:PKGS:2301,:CJ:25
Data:2025-07-15 10:31:38,CPU%:2,MEM%:15.06,DISK%:68,NETWORK:22032808,PORTS:3,PROCS:179,PKGS:2301,CJ:25
Data:2025-07-15 10:32:39,CPU%:0,MEM%:15.00,DISK%:68,NETWORK:22043630,PORTS:3,PROCS:173,PKGS:2301,CJ:25
Data:2025-07-15 10:33:40,CPU%:0,MEM%:15.03,DISK%:68,NETWORK:22064974,PORTS:3,PROCS:172,PKGS:2301,CJ:25
Data:2025-07-15 10:34:41,CPU%:0,MEM%:15.04,DISK%:68,NETWORK:22066466,PORTS:3,PROCS:172,PKGS:2301,CJ:25
Data:2025-07-15 10:35:43,CPU%:0,MEM%:15.05,DISK%:68,NETWORK:22067364,PORTS:3,PROCS:173,PKGS:2301,CJ:25
Data:2025-07-15 10:36:44,CPU%:0,MEM%:15.06,DISK%:68,NETWORK:22068530,PORTS:3,PROCS:173,PKGS:2301,CJ:25
Data:2025-07-15 10:37:45,CPU%:0,MEM%:15.09,DISK%:68,NETWORK:22070460,PORTS:3,PROCS:173,PKGS:2301,CJ:25
Data:2025-07-15 10:38:46,CPU%:0,MEM%:15.08,DISK%:68,NETWORK:22075299,PORTS:3,PROCS:173,PKGS:2301,CJ:25
Data:2025-07-15 10:39:48,CPU%:0,MEM%:15.12,DISK%:68,NETWORK:22076485,PORTS:3,PROCS:173,PKGS:2301,CJ:25
Data:2025-07-15 10:40:49,CPU%:0,MEM%:15.15,DISK%:68,NETWORK:22077773,PORTS:3,PROCS:172,PKGS:2301,CJ:25
Data:2025-07-15 10:41:50,CPU%:0,MEM%:15.15,DISK%:68,NETWORK:22078498,PORTS:3,PROCS:172,PKGS:2301,CJ:25
Data:2025-07-15 10:42:52,CPU%:0,MEM%:15.14,DISK%:68,NETWORK:22123646,PORTS:3,PROCS:172,PKGS:2301,CJ:25
Data:2025-07-15 10:43:53,CPU%:0,MEM%:15.20,DISK%:68,NETWORK:22124736,PORTS:3,PROCS:172,PKGS:2301,CJ:25
Data:2025-07-15 10:44:54,CPU%:0,MEM%:15.16,DISK%:68,NETWORK:22157211,PORTS:3,PROCS:172,PKGS:2301,CJ:25
Data:2025-07-15 10:45:56,CPU%:0,MEM%:15.14,DISK%:68,NETWORK:22157873,PORTS:3,PROCS:173,PKGS:2301,CJ:25
Data:2025-07-15 10:46:57,CPU%:0,MEM%:15.19,DISK%:68,NETWORK:22159901,PORTS:3,PROCS:173,PKGS:2301,CJ:25
Data:2025-07-15 10:47:58,CPU%:0,MEM%:15.21,DISK%:68,NETWORK:22160748,PORTS:3,PROCS:173,PKGS:2301,CJ:25
Data:2025-07-15 10:49:00,CPU%:0,MEM%:15.21,DISK%:68,NETWORK:22161190,PORTS:3,PROCS:173,PKGS:2301,CJ:25
Data:2025-07-15 10:50:01,CPU%:0,MEM%:15.21,DISK%:68,NETWORK:22162068,PORTS:3,PROCS:173,PKGS:2301,CJ:25
Data:2025-07-15 10:51:02,CPU%:0,MEM%:15.17,DISK%:68,NETWORK:22162410,PORTS:3,PROCS:172,PKGS:2301,CJ:25
Data:2025-07-15 10:52:03,CPU%:0,MEM%:15.19,DISK%:68,NETWORK:22164122,PORTS:3,PROCS:172,PKGS:2301,CJ:25
Data:2025-07-15 10:53:05,CPU%:0,MEM%:15.18,DISK%:68,NETWORK:22164466,PORTS:3,PROCS:172,PKGS:2301,CJ:25
Data:2025-07-15 10:54:06,CPU%:0,MEM%:15.17,DISK%:68,NETWORK:22164910,PORTS:3,PROCS:172,PKGS:2301,CJ:25
Data:2025-07-15 10:55:07,CPU%:0,MEM%:14.94,DISK%:68,NETWORK:22165790,PORTS:3,PROCS:173,PKGS:2301,CJ:25
Data:2025-07-15 10:56:08,CPU%:0,MEM%:15.18,DISK%:68,NETWORK:22166134,PORTS:3,PROCS:172,PKGS:2301,CJ:25
Data:2025-07-15 10:57:10,CPU%:66,MEM%:15.91,DISK%:68,NETWORK:22717258,PORTS:3,PROCS:172,PKGS:2301,CJ:25
Data:2025-07-15 10:58:11,CPU%:11,MEM%:16.42,DISK%:68,NETWORK:22949762,PORTS:3,PROCS:174,PKGS:2301,CJ:25
Data:2025-07-15 10:59:12,CPU%:0,MEM%:16.32,DISK%:68,NETWORK:23077303,PORTS:3,PROCS:174,PKGS:2301,CJ:25
Data:2025-07-15 11:00:13,CPU%:6,MEM%:16.40,DISK%:68,NETWORK:23199872,PORTS:3,PROCS:174,PKGS:2301,CJ:25
Data:2025-07-15 11:15:25,CPU%:5,MEM%:17.89,DISK%:68,NETWORK:25658837,PORTS:3,PROCS:172,PKGS:2301,CJ:25
Data:2025-07-15 11:15:34,CPU%:4,MEM%:17.88,DISK%:68,NETWORK:25659211,PORTS:3,PROCS:172,PKGS:2301,CJ:25
Data:2025-07-15 11:16:35,CPU%:0,MEM%:18.20,DISK%:68,NETWORK:25718999,PORTS:3,PROCS:172,PKGS:2301,CJ:25
Data:2025-07-15 11:17:20,CPU%:6,MEM%:18.07,DISK%:68,NETWORK:25729828,PORTS:3,PROCS:172,PKGS:2301,CJ:25,TOP3_CPU:cinnamon,Isolated,firefox-bin,TOP3_MEM:Isolated,firefox-bin,cinnamon
